ride_id,user_id,city,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,pickup_time,duration_minutes,distance_km,speed_kmh,incident_reported,route_deviation,safety_score,time_of_day,timestamp
1063,63,Jaipur,26.9887,75.8301,26.8815,75.7814,22:49,56,1.67,1.79,No,No,0.57,night,2025-04-29T22:00:00
1064,64,Jaipur,26.8494,75.8838,27.0115,75.8249,10:17,36,8.65,14.42,No,No,0.9,day,2025-04-29T10:00:00
1065,65,Jaipur,26.8187,75.748,26.894,75.7558,09:28,89,12.66,8.53,No,No,0.73,day,2025-04-29T09:00:00
1066,66,Jaipur,26.9953,75.713,26.9525,75.74,22:39,79,9.97,7.57,No,Yes,0.46,night,2025-04-29T22:00:00
1067,67,Chennai,13.1667,80.258,13.0539,80.1852,23:51,62,9.98,9.66,No,No,0.5,night,2025-04-30T23:00:00
1068,68,Chennai,13.08,80.2793,13.1255,80.2852,17:05,24,6.99,17.47,No,No,0.81,day,2025-04-30T17:00:00
1069,69,Chennai,13.1441,80.2552,13.1743,80.2604,22:26,56,17.6,18.86,No,No,0.56,night,2025-04-30T22:00:00
1070,70,Chennai,13.0105,80.3275,13.0838,80.364,23:27,26,11.0,25.38,No,No,0.6,night,2025-04-30T23:00:00
1071,71,Chennai,13.025,80.3258,13.1238,80.2509,19:16,10,0.74,4.44,No,No,0.82,day,2025-04-30T19:00:00
1072,72,Chennai,13.1596,80.3461,13.0135,80.2194,20:31,81,8.51,6.3,No,No,0.94,day,2025-04-30T20:00:00
1073,73,Chennai,13.1239,80.23,13.0649,80.2066,07:35,73,17.71,14.56,No,No,0.81,day,2025-04-30T07:00:00
1074,74,Chennai,13.1386,80.1719,13.1455,80.2247,18:34,62,13.4,12.97,No,No,0.66,day,2025-04-30T18:00:00
1075,75,Chennai,12.9979,80.2559,13.0438,80.2851,07:26,57,4.01,4.22,No,No,0.87,day,2025-04-30T07:00:00
1076,76,Chennai,13.0493,80.2819,13.1627,80.2329,13:48,36,16.21,27.02,No,No,0.81,day,2025-04-30T13:00:00
1077,77,Hyderabad,17.447,78.5135,17.4761,78.582,17:52,34,12.5,22.06,No,No,0.8,day,2025-05-01T17:00:00
1078,78,Hyderabad,17.322,78.5063,17.3537,78.45,13:53,14,17.83,76.41,No,No,0.87,day,2025-05-01T13:00:00
1079,79,Hyderabad,17.3772,78.4177,17.4275,78.4708,17:02,55,24.73,26.98,No,No,0.71,day,2025-05-01T17:00:00
1080,80,Hyderabad,17.4097,78.4739,17.4827,78.5426,02:33,64,10.54,9.88,Yes,No,0.49,night,2025-05-01T02:00:00
1081,81,Hyderabad,17.3194,78.5319,17.3454,78.567,09:49,16,21.93,82.24,No,No,0.81,day,2025-05-01T09:00:00
1082,82,Hyderabad,17.4552,78.4813,17.4183,78.3982,19:24,16,14.8,55.5,No,No,0.91,day,2025-05-01T19:00:00
1083,83,Hyderabad,17.3589,78.3905,17.3151,78.4779,15:10,30,15.49,30.98,No,No,0.81,day,2025-05-01T15:00:00
1084,84,Hyderabad,17.3059,78.4057,17.3143,78.5648,02:31,77,4.16,3.24,No,No,0.68,night,2025-05-01T02:00:00
1085,85,Hyderabad,17.4734,78.494,17.383,78.5328,23:37,55,6.39,6.97,No,No,0.61,night,2025-05-01T23:00:00
1086,86,Delhi,28.5728,77.1171,28.4645,77.2159,11:48,24,20.66,51.65,No,No,0.72,day,2025-05-02T11:00:00
1087,87,Delhi,28.603,77.1444,28.5994,77.2794,23:50,28,13.54,29.01,No,No,0.67,night,2025-05-02T23:00:00
1088,88,Delhi,28.5105,77.1258,28.5362,77.175,07:20,75,8.36,6.69,No,Yes,0.94,day,2025-05-02T07:00:00
1089,89,Delhi,28.5426,77.2698,28.4563,77.1154,10:15,75,4.5,3.6,No,No,0.93,day,2025-05-02T10:00:00
1090,90,Delhi,28.4542,77.2613,28.6099,77.2888,14:55,11,20.5,111.82,No,No,0.77,day,2025-05-02T14:00:00
1091,91,Delhi,28.4588,77.1501,28.4774,77.2257,17:36,59,20.12,20.46,No,No,0.76,day,2025-05-02T17:00:00
1092,92,Delhi,28.5084,77.1998,28.543,77.2689,13:52,89,16.02,10.8,No,No,0.92,day,2025-05-02T13:00:00
1093,93,Delhi,28.553,77.1257,28.5027,77.1855,12:04,34,8.25,14.56,No,No,0.82,day,2025-05-02T12:00:00
1094,94,Delhi,28.5843,77.1971,28.6219,77.1521,11:48,83,12.79,9.25,No,Yes,0.77,day,2025-05-02T11:00:00
1095,95,Delhi,28.5684,77.2346,28.4441,77.1949,17:01,64,24.26,22.74,No,Yes,0.87,day,2025-05-03T17:00:00
1096,96,Delhi,28.5286,77.1727,28.5247,77.1582,07:19,66,3.21,2.92,No,No,0.79,day,2025-05-03T07:00:00
1097,97,Delhi,28.5308,77.1147,28.461,77.2502,12:03,53,1.5,1.7,No,No,0.83,day,2025-05-03T12:00:00
1098,98,Delhi,28.4262,77.2777,28.6082,77.2815,15:35,71,13.59,11.48,No,No,0.92,day,2025-05-03T15:00:00
1099,99,Delhi,28.5282,77.2853,28.501,77.2056,04:55,57,5.25,5.53,No,No,0.7,night,2025-05-03T04:00:00
1100,100,Delhi,28.5866,77.1848,28.4711,77.1994,05:54,29,13.06,27.02,No,No,0.62,night,2025-05-03T05:00:00
1101,101,Delhi,28.4786,77.1946,28.5538,77.1714,19:32,17,5.02,17.72,No,Yes,0.77,day,2025-05-03T19:00:00
1102,102,Delhi,28.621,77.2683,28.5703,77.1242,06:24,17,20.2,71.29,No,No,0.46,night,2025-05-03T06:00:00
1103,103,Delhi,28.5783,77.224,28.5738,77.1174,09:49,26,22.42,51.74,No,No,0.91,day,2025-05-03T09:00:00
1104,104,Delhi,28.5739,77.1875,28.5232,77.1995,00:05,43,21.41,29.87,No,No,0.64,night,2025-05-03T00:00:00
1105,105,Chennai,12.9899,80.1718,13.0083,80.3693,00:14,61,7.48,7.36,No,No,0.46,night,2025-05-04T00:00:00
1106,106,Chennai,13.1459,80.3329,12.9841,80.3051,07:08,43,18.68,26.07,No,No,0.79,day,2025-05-04T07:00:00
1107,107,Chennai,13.1456,80.2713,13.0086,80.3476,07:31,82,9.39,6.87,No,No,0.78,day,2025-05-04T07:00:00
1108,108,Chennai,13.0633,80.3071,13.1336,80.2009,17:33,63,2.3,2.19,No,No,0.87,day,2025-05-04T17:00:00
1109,109,Chennai,13.1118,80.2418,13.0839,80.1824,07:13,75,16.06,12.85,No,No,0.68,day,2025-05-04T07:00:00
1110,110,Chennai,13.0635,80.2657,13.0085,80.2187,04:20,27,8.52,18.93,No,No,0.72,night,2025-05-04T04:00:00
1111,111,Chennai,13.1577,80.2658,13.12,80.3028,17:35,13,17.58,81.14,No,No,0.74,day,2025-05-04T17:00:00
1112,112,Chennai,13.0664,80.345,13.0906,80.2516,06:27,45,9.67,12.89,No,No,0.69,night,2025-05-04T06:00:00
1113,113,Chennai,13.1016,80.3271,13.1061,80.1737,08:37,65,10.52,9.71,No,No,0.77,day,2025-05-04T08:00:00
1114,114,Chennai,13.0781,80.2542,13.0121,80.2628,13:10,80,19.49,14.62,No,No,0.67,day,2025-05-04T13:00:00
1115,115,Mumbai,19.0824,72.9098,19.1129,72.8585,13:02,33,15.29,27.8,No,No,0.81,day,2025-05-05T13:00:00
1116,116,Mumbai,19.1558,72.8032,19.0852,72.9188,05:29,84,23.61,16.86,No,Yes,0.6,night,2025-05-05T05:00:00
1117,117,Mumbai,19.0116,72.8893,19.0009,72.9464,12:43,14,10.84,46.46,No,No,0.67,day,2025-05-05T12:00:00
1118,118,Mumbai,19.1369,72.9046,18.987,72.8794,08:11,71,22.17,18.74,No,No,0.76,day,2025-05-05T08:00:00
1119,119,Mumbai,19.0814,72.9515,19.0983,72.8403,07:32,59,22.35,22.73,No,Yes,0.93,day,2025-05-05T07:00:00
1120,120,Mumbai,19.1755,72.8284,18.9963,72.7792,10:32,54,12.1,13.44,No,No,0.83,day,2025-05-05T10:00:00
1121,121,Mumbai,19.0455,72.9724,19.0829,72.871,15:27,16,24.28,91.05,No,No,0.88,day,2025-05-05T15:00:00
1122,122,Mumbai,19.0416,72.9261,19.0006,72.7845,19:26,31,9.62,18.62,Yes,No,0.66,day,2025-05-05T19:00:00
1123,123,Mumbai,19.1654,72.8767,19.1008,72.851,04:23,45,22.07,29.43,No,No,0.74,night,2025-05-05T04:00:00
1124,124,Lucknow,26.8305,80.9526,26.8967,80.9605,22:03,81,2.49,1.84,Yes,Yes,0.49,night,2025-05-06T22:00:00
1125,125,Lucknow,26.9348,80.8849,26.924,81.0363,04:31,7,2.35,20.14,No,Yes,0.47,night,2025-05-06T04:00:00
1126,126,Lucknow,26.8969,80.9193,26.8949,81.0125,04:17,35,12.12,20.78,No,No,0.56,night,2025-05-06T04:00:00
1127,127,Lucknow,26.9252,80.8708,26.8513,80.85,23:27,87,3.36,2.32,No,Yes,0.46,night,2025-05-06T23:00:00
1128,128,Lucknow,26.8259,80.9137,26.9455,80.8926,04:06,10,19.67,118.02,No,No,0.48,night,2025-05-06T04:00:00
1129,129,Lucknow,26.7833,81.003,26.7761,80.9945,09:05,78,23.23,17.87,No,No,0.81,day,2025-05-06T09:00:00
1130,130,Lucknow,26.8126,80.8763,26.8582,80.9427,01:59,8,14.15,106.12,No,No,0.62,night,2025-05-06T01:00:00
1131,131,Lucknow,26.9276,80.8568,26.7808,80.8907,19:43,12,6.76,33.8,No,No,0.88,day,2025-05-06T19:00:00
1132,132,Lucknow,26.8645,80.9691,26.8088,81.0413,20:38,21,13.76,39.31,No,No,0.73,day,2025-05-06T20:00:00
1133,133,Pune,18.6079,73.8161,18.4391,73.846,14:17,15,11.38,45.52,No,No,0.7,day,2025-05-07T14:00:00
1134,134,Pune,18.44,73.7719,18.6133,73.8431,03:37,73,13.04,10.72,No,No,0.66,night,2025-05-07T03:00:00
1135,135,Pune,18.4541,73.9,18.4355,73.8718,11:30,70,19.76,16.94,No,No,0.88,day,2025-05-07T11:00:00
1136,136,Pune,18.4487,73.8933,18.5224,73.9333,00:18,42,2.91,4.16,No,No,0.58,night,2025-05-07T00:00:00
1137,137,Pune,18.5982,73.9299,18.595,73.8741,14:22,37,4.97,8.06,No,No,0.75,day,2025-05-07T14:00:00
1138,138,Pune,18.6066,73.8088,18.4293,73.7799,07:47,10,13.49,80.94,No,No,0.74,day,2025-05-07T07:00:00
1139,139,Pune,18.475,73.8616,18.5182,73.9213,15:08,37,10.51,17.04,No,Yes,0.89,day,2025-05-07T15:00:00
1140,140,Pune,18.4944,73.7673,18.5962,73.8456,16:44,9,20.36,135.73,No,No,0.94,day,2025-05-07T16:00:00
1141,141,Pune,18.4386,73.9489,18.6045,73.9255,04:56,26,1.96,4.52,No,No,0.69,night,2025-05-07T04:00:00
1142,142,Pune,18.5566,73.7953,18.5522,73.854,07:02,43,18.72,26.12,No,No,0.71,day,2025-05-07T07:00:00
1143,143,Jaipur,26.9521,75.8644,26.9686,75.7532,00:31,40,17.43,26.14,No,No,0.54,night,2025-05-08T00:00:00
1144,144,Jaipur,26.8784,75.7458,26.8882,75.7458,21:16,35,3.67,6.29,No,No,0.7,day,2025-05-08T21:00:00
1145,145,Jaipur,26.8729,75.6971,26.8749,75.8543,20:37,81,23.91,17.71,No,No,0.71,day,2025-05-08T20:00:00
1146,146,Jaipur,26.9369,75.7589,26.8241,75.7346,04:02,56,18.09,19.38,No,No,0.55,night,2025-05-08T04:00:00
1147,147,Jaipur,26.8137,75.8567,26.9372,75.7038,04:01,28,13.64,29.23,No,No,0.68,night,2025-05-08T04:00:00
1148,148,Jaipur,26.9879,75.7309,27.0035,75.7312,16:55,34,2.15,3.79,No,Yes,0.75,day,2025-05-08T16:00:00
1149,149,Jaipur,26.9871,75.852,26.9617,75.8782,02:12,58,22.34,23.11,No,No,0.59,night,2025-05-08T02:00:00
1150,150,Jaipur,26.8692,75.762,26.815,75.7357,22:07,8,7.59,56.92,No,No,0.7,night,2025-05-08T22:00:00
1151,151,Jaipur,26.9456,75.864,26.9198,75.7713,00:15,14,11.58,49.63,No,No,0.56,night,2025-05-08T00:00:00
1152,152,Jaipur,26.9182,75.8088,26.8763,75.7028,16:50,84,2.04,1.46,No,No,0.67,day,2025-05-08T16:00:00
1153,153,Bengaluru,12.9657,77.5065,12.9638,77.4966,05:02,13,9.04,41.72,No,No,0.75,night,2025-05-09T05:00:00
1154,154,Bengaluru,12.9073,77.6212,13.0329,77.6425,14:12,14,22.98,98.49,No,Yes,0.86,day,2025-05-09T14:00:00
1155,155,Bengaluru,13.0352,77.657,12.9081,77.6077,09:17,84,2.72,1.94,No,No,0.68,day,2025-05-09T09:00:00
1156,156,Bengaluru,12.9743,77.6809,12.8918,77.6024,01:12,57,20.21,21.27,Yes,No,0.62,night,2025-05-09T01:00:00
1157,157,Bengaluru,13.0023,77.6692,12.9891,77.5531,02:49,39,19.05,29.31,No,Yes,0.48,night,2025-05-09T02:00:00
1158,158,Bengaluru,13.0483,77.6508,13.0674,77.5161,11:07,72,22.74,18.95,No,No,0.93,day,2025-05-09T11:00:00
1159,159,Bengaluru,12.9374,77.6205,13.0093,77.6045,04:05,30,24.36,48.72,No,No,0.66,night,2025-05-09T04:00:00
1160,160,Bengaluru,12.9097,77.6284,12.9393,77.6855,16:47,24,15.95,39.87,No,No,0.69,day,2025-05-09T16:00:00
1161,161,Chennai,13.0358,80.3333,13.0346,80.289,11:21,43,10.46,14.6,No,No,0.94,day,2025-05-10T11:00:00
1162,162,Chennai,12.9862,80.2027,13.1723,80.2226,02:08,80,10.04,7.53,No,No,0.63,night,2025-05-10T02:00:00
1163,163,Chennai,12.9976,80.1976,13.0974,80.2035,18:47,71,24.36,20.59,No,No,0.83,day,2025-05-10T18:00:00
1164,164,Chennai,13.0791,80.3264,13.0201,80.2879,18:05,18,23.75,79.17,No,No,0.87,day,2025-05-10T18:00:00
1165,165,Chennai,13.0314,80.1714,12.9892,80.2824,01:17,63,19.04,18.13,No,No,0.55,night,2025-05-10T01:00:00
1166,166,Chennai,12.985,80.2113,13.0338,80.3706,14:26,65,17.29,15.96,No,Yes,0.92,day,2025-05-10T14:00:00
1167,167,Chennai,13.0151,80.3564,13.0648,80.2692,06:52,67,23.24,20.81,No,No,0.47,night,2025-05-10T06:00:00
1168,168,Chennai,13.0436,80.3346,13.1822,80.1746,04:08,82,24.7,18.07,No,No,0.66,night,2025-05-10T04:00:00
1169,169,Chennai,13.1633,80.1758,13.1319,80.2024,00:24,44,6.71,9.15,Yes,No,0.61,night,2025-05-10T00:00:00
1170,170,Chennai,13.0887,80.2668,13.1618,80.2763,23:30,48,3.87,4.84,No,No,0.74,night,2025-05-11T23:00:00
1171,171,Chennai,13.0073,80.2222,13.057,80.3438,08:46,49,5.99,7.33,No,Yes,0.86,day,2025-05-11T08:00:00
1172,172,Chennai,13.0157,80.3085,13.0059,80.2062,08:48,74,2.85,2.31,No,No,0.72,day,2025-05-11T08:00:00
1173,173,Chennai,13.1405,80.1871,13.0456,80.1883,03:17,72,11.92,9.93,No,No,0.74,night,2025-05-11T03:00:00
1174,174,Chennai,13.0207,80.2353,13.0436,80.3247,02:32,59,24.23,24.64,No,No,0.73,night,2025-05-11T02:00:00
1175,175,Chennai,13.1672,80.1959,13.0766,80.2853,03:24,74,11.57,9.38,Yes,No,0.59,night,2025-05-11T03:00:00
1176,176,Chennai,13.0013,80.2657,13.1705,80.2984,14:12,69,17.06,14.83,No,No,0.86,day,2025-05-11T14:00:00
1177,177,Chennai,13.1145,80.1722,13.098,80.3592,01:21,43,14.65,20.44,No,No,0.57,night,2025-05-11T01:00:00
1178,178,Hyderabad,17.4432,78.4474,17.3858,78.4943,04:45,74,12.11,9.82,No,No,0.74,night,2025-05-12T04:00:00
1179,179,Hyderabad,17.4371,78.4708,17.4601,78.4926,04:43,17,10.73,37.87,No,No,0.49,night,2025-05-12T04:00:00
1180,180,Hyderabad,17.4078,78.4784,17.4111,78.5601,10:10,28,15.74,33.73,No,No,0.75,day,2025-05-12T10:00:00
1181,181,Hyderabad,17.4245,78.476,17.4444,78.4012,21:37,18,14.06,46.87,No,No,0.67,day,2025-05-12T21:00:00
1182,182,Hyderabad,17.3034,78.5414,17.2851,78.4965,06:12,13,5.66,26.12,No,No,0.6,night,2025-05-12T06:00:00
1183,183,Hyderabad,17.3157,78.5844,17.3032,78.5304,15:18,47,8.72,11.13,No,Yes,0.76,day,2025-05-12T15:00:00
1184,184,Hyderabad,17.3762,78.5568,17.453,78.4992,10:14,71,24.03,20.31,No,No,0.68,day,2025-05-12T10:00:00
1185,185,Hyderabad,17.3525,78.5375,17.4826,78.5858,01:52,34,20.22,35.68,No,No,0.66,night,2025-05-12T01:00:00
1186,186,Hyderabad,17.4203,78.4668,17.4747,78.4369,05:35,8,14.52,108.9,No,No,0.61,night,2025-05-12T05:00:00
1187,187,Hyderabad,17.4499,78.5615,17.3261,78.3919,10:09,42,24.5,35.0,No,No,0.78,day,2025-05-12T10:00:00
1188,188,Jaipur,26.8349,75.7266,26.9838,75.814,16:16,68,14.36,12.67,No,No,0.86,day,2025-05-13T16:00:00
1189,189,Jaipur,26.8509,75.7919,26.9545,75.8633,03:10,86,3.03,2.11,No,No,0.52,night,2025-05-13T03:00:00
1190,190,Jaipur,26.9134,75.8757,26.9308,75.6947,14:09,83,5.7,4.12,No,No,0.81,day,2025-05-13T14:00:00
1191,191,Jaipur,26.8298,75.7578,26.9303,75.7089,04:09,78,4.77,3.67,No,No,0.65,night,2025-05-13T04:00:00
1192,192,Jaipur,26.8597,75.8228,26.9738,75.8423,23:08,76,11.83,9.34,No,No,0.56,night,2025-05-13T23:00:00
1193,193,Jaipur,26.9945,75.8181,26.9764,75.811,20:55,81,2.31,1.71,No,No,0.78,day,2025-05-13T20:00:00
1194,194,Jaipur,26.9294,75.7644,26.8904,75.7196,08:25,20,8.27,24.81,No,No,0.94,day,2025-05-13T08:00:00
1195,195,Jaipur,26.992,75.7457,26.8796,75.8691,21:55,15,7.75,31.0,No,No,0.78,day,2025-05-13T21:00:00
1196,196,Jaipur,27.0008,75.8054,26.9445,75.726,10:35,73,8.67,7.13,No,No,0.79,day,2025-05-13T10:00:00
1197,197,Jaipur,26.9392,75.7848,26.9747,75.8107,20:14,9,23.2,154.67,No,No,0.88,day,2025-05-13T20:00:00
1198,198,Jaipur,26.9382,75.8634,26.8171,75.7198,21:33,16,12.59,47.21,No,No,0.66,day,2025-05-14T21:00:00
1199,199,Jaipur,26.864,75.8351,27.0074,75.8185,06:05,88,22.03,15.02,Yes,No,0.56,night,2025-05-14T06:00:00
1200,200,Jaipur,26.9535,75.8297,26.947,75.8139,13:40,8,22.18,166.35,No,No,0.68,day,2025-05-14T13:00:00
1201,201,Jaipur,26.9421,75.8605,26.8134,75.7406,06:21,29,4.7,9.72,No,No,0.64,night,2025-05-14T06:00:00
1202,202,Jaipur,26.826,75.8616,26.8551,75.7181,19:32,66,24.68,22.44,No,No,0.89,day,2025-05-14T19:00:00
1203,203,Jaipur,26.904,75.7188,26.9499,75.8289,14:05,13,5.81,26.82,No,No,0.81,day,2025-05-14T14:00:00
1204,204,Jaipur,27.0026,75.8116,26.8348,75.7756,06:34,63,19.35,18.43,Yes,No,0.61,night,2025-05-14T06:00:00
1205,205,Jaipur,26.8205,75.7347,26.9063,75.8036,20:46,15,11.2,44.8,No,No,0.76,day,2025-05-14T20:00:00
1206,206,Delhi,28.6236,77.272,28.5236,77.2546,15:29,27,18.15,40.33,No,No,0.91,day,2025-05-15T15:00:00
1207,207,Delhi,28.4455,77.1919,28.432,77.2955,04:23,43,4.55,6.35,No,Yes,0.63,night,2025-05-15T04:00:00
1208,208,Delhi,28.4391,77.2197,28.6218,77.2578,16:03,8,21.33,159.97,No,No,0.87,day,2025-05-15T16:00:00
1209,209,Delhi,28.4922,77.1493,28.5121,77.2263,11:44,72,21.89,18.24,No,No,0.91,day,2025-05-15T11:00:00
1210,210,Delhi,28.5193,77.1835,28.5811,77.2913,00:23,56,12.85,13.77,No,No,0.55,night,2025-05-15T00:00:00
1211,211,Delhi,28.5023,77.1585,28.6102,77.1354,06:07,44,3.71,5.06,No,No,0.68,night,2025-05-15T06:00:00
1212,212,Delhi,28.4772,77.1222,28.456,77.1116,09:12,89,17.6,11.87,No,No,0.9,day,2025-05-15T09:00:00
1213,213,Delhi,28.5954,77.1451,28.5224,77.1297,13:24,76,5.63,4.44,No,No,0.78,day,2025-05-15T13:00:00
1214,214,Delhi,28.5054,77.2302,28.4756,77.1225,04:33,14,19.61,84.04,No,No,0.46,night,2025-05-15T04:00:00
1215,215,Pune,18.4542,73.8111,18.4757,73.7773,22:36,54,14.75,16.39,No,No,0.49,night,2025-05-16T22:00:00
1216,216,Pune,18.5395,73.8511,18.541,73.9499,00:47,11,4.88,26.62,No,No,0.59,night,2025-05-16T00:00:00
1217,217,Pune,18.5709,73.9058,18.4967,73.7767,12:11,14,14.66,62.83,No,No,0.86,day,2025-05-16T12:00:00
1218,218,Pune,18.5725,73.9493,18.4267,73.8723,09:48,72,0.72,0.6,No,No,0.85,day,2025-05-16T09:00:00
1219,219,Pune,18.5536,73.8822,18.4779,73.8498,22:35,24,21.86,54.65,No,No,0.54,night,2025-05-16T22:00:00
1220,220,Pune,18.5096,73.8888,18.6184,73.8091,23:09,65,7.06,6.52,No,No,0.46,night,2025-05-16T23:00:00
1221,221,Pune,18.4465,73.7649,18.5763,73.8588,21:33,44,10.16,13.85,No,No,0.95,day,2025-05-16T21:00:00
1222,222,Pune,18.5912,73.8483,18.5392,73.766,04:30,72,1.46,1.22,No,No,0.53,night,2025-05-16T04:00:00
1223,223,Ahmedabad,23.0028,72.6368,22.9811,72.6447,16:04,70,18.4,15.77,No,No,0.7,day,2025-05-17T16:00:00
1224,224,Ahmedabad,23.015,72.5143,23.0187,72.5076,11:37,88,7.68,5.24,No,Yes,0.86,day,2025-05-17T11:00:00
1225,225,Ahmedabad,23.0207,72.4879,22.9286,72.513,16:16,28,18.93,40.56,No,Yes,0.75,day,2025-05-17T16:00:00
1226,226,Ahmedabad,23.0052,72.5415,22.9954,72.4978,17:19,86,18.79,13.11,No,No,0.85,day,2025-05-17T17:00:00
1227,227,Ahmedabad,22.9414,72.5096,23.0773,72.5955,10:31,32,4.0,7.5,No,No,0.84,day,2025-05-17T10:00:00
1228,228,Ahmedabad,22.9765,72.5682,22.9863,72.5359,12:04,10,17.67,106.02,No,No,0.8,day,2025-05-17T12:00:00
1229,229,Ahmedabad,23.08,72.485,22.9933,72.622,23:40,58,10.76,11.13,No,No,0.67,night,2025-05-17T23:00:00
1230,230,Ahmedabad,23.0311,72.5732,23.0152,72.5454,12:03,59,5.25,5.34,No,No,0.69,day,2025-05-17T12:00:00
1231,231,Hyderabad,17.41,78.4691,17.3412,78.4329,16:35,42,16.29,23.27,No,No,0.94,day,2025-05-18T16:00:00
1232,232,Hyderabad,17.4162,78.4322,17.4402,78.5571,07:51,73,12.5,10.27,No,No,0.8,day,2025-05-18T07:00:00
1233,233,Hyderabad,17.2987,78.4119,17.3493,78.4805,17:54,35,12.28,21.05,No,Yes,0.84,day,2025-05-18T17:00:00
1234,234,Hyderabad,17.3786,78.4635,17.3276,78.4025,22:35,9,1.59,10.6,No,No,0.59,night,2025-05-18T22:00:00
1235,235,Hyderabad,17.4755,78.4767,17.3794,78.4006,06:26,75,13.77,11.02,No,No,0.64,night,2025-05-18T06:00:00
1236,236,Hyderabad,17.42,78.4069,17.3452,78.5552,20:14,53,14.34,16.23,No,Yes,0.76,day,2025-05-18T20:00:00
1237,237,Hyderabad,17.4615,78.5221,17.3533,78.4907,01:52,70,12.48,10.7,No,Yes,0.58,night,2025-05-18T01:00:00
1238,238,Hyderabad,17.3217,78.4336,17.363,78.5765,02:43,63,3.75,3.57,No,No,0.47,night,2025-05-18T02:00:00
1239,239,Bengaluru,12.9026,77.6344,13.0557,77.5325,06:13,24,18.22,45.55,Yes,No,0.72,night,2025-05-19T06:00:00
1240,240,Bengaluru,12.9283,77.5269,12.9196,77.5758,22:41,17,17.78,62.75,No,No,0.5,night,2025-05-19T22:00:00
1241,241,Bengaluru,12.9159,77.5598,12.9692,77.585,01:19,40,23.67,35.51,No,No,0.72,night,2025-05-19T01:00:00
1242,242,Bengaluru,12.9715,77.6547,13.0647,77.5007,05:15,83,14.73,10.65,No,No,0.68,night,2025-05-19T05:00:00
1243,243,Bengaluru,12.9033,77.6811,12.9372,77.6901,04:09,12,17.23,86.15,Yes,No,0.71,night,2025-05-19T04:00:00
1244,244,Bengaluru,12.9151,77.5629,12.8884,77.603,21:22,58,5.84,6.04,No,No,0.66,day,2025-05-19T21:00:00
1245,245,Bengaluru,12.9085,77.5331,13.0451,77.5408,22:08,29,20.08,41.54,No,No,0.73,night,2025-05-19T22:00:00
1246,246,Bengaluru,12.9493,77.6071,12.8741,77.5658,19:53,8,20.02,150.15,No,Yes,0.82,day,2025-05-19T19:00:00
1247,247,Bengaluru,13.0285,77.6369,13.0525,77.5534,14:34,83,4.04,2.92,No,No,0.82,day,2025-05-19T14:00:00
1248,248,Bengaluru,12.9042,77.6236,12.9335,77.5449,06:14,9,17.73,118.2,No,No,0.54,night,2025-05-19T06:00:00
1249,249,Bengaluru,12.9162,77.6792,12.9309,77.6022,17:35,34,20.95,36.97,No,No,0.92,day,2025-05-20T17:00:00
1250,250,Bengaluru,12.8825,77.5031,12.8719,77.5413,05:31,30,5.07,10.14,No,Yes,0.52,night,2025-05-20T05:00:00
1251,251,Bengaluru,13.0284,77.6137,12.9108,77.6849,21:32,83,20.71,14.97,No,No,0.74,day,2025-05-20T21:00:00
1252,252,Bengaluru,12.9917,77.6256,12.9139,77.6641,09:55,45,6.52,8.69,No,No,0.68,day,2025-05-20T09:00:00
1253,253,Bengaluru,13.0259,77.6739,12.9368,77.6322,08:55,16,14.89,55.84,No,No,0.76,day,2025-05-20T08:00:00
1254,254,Bengaluru,12.997,77.6417,12.93,77.522,05:34,53,17.16,19.43,No,No,0.48,night,2025-05-20T05:00:00
1255,255,Bengaluru,12.8838,77.6728,12.8841,77.6666,22:45,37,5.87,9.52,No,No,0.58,night,2025-05-20T22:00:00
1256,256,Bengaluru,13.0362,77.6354,12.9601,77.6066,04:47,82,18.18,13.3,No,No,0.67,night,2025-05-20T04:00:00
1257,257,Bengaluru,12.9717,77.6616,12.9903,77.5876,11:09,58,18.86,19.51,No,No,0.85,day,2025-05-20T11:00:00
1258,258,Chennai,13.1481,80.3689,13.0915,80.3039,22:01,48,17.71,22.14,Yes,No,0.67,night,2025-05-21T22:00:00
1259,259,Chennai,13.0686,80.2015,13.117,80.3255,00:11,51,14.73,17.33,No,No,0.5,night,2025-05-21T00:00:00
1260,260,Chennai,13.1768,80.2144,13.053,80.2992,03:52,24,13.61,34.02,No,Yes,0.66,night,2025-05-21T03:00:00
1261,261,Chennai,12.987,80.3387,13.0396,80.2802,23:39,82,3.88,2.84,No,No,0.58,night,2025-05-21T23:00:00
1262,262,Chennai,13.171,80.2316,13.0866,80.2413,19:38,72,6.5,5.42,No,No,0.7,day,2025-05-21T19:00:00
1263,263,Chennai,13.1089,80.207,13.0991,80.2607,15:21,76,7.8,6.16,No,No,0.82,day,2025-05-21T15:00:00
1264,264,Chennai,13.0577,80.3282,13.1158,80.2838,13:53,38,13.19,20.83,No,No,0.73,day,2025-05-21T13:00:00
1265,265,Chennai,13.157,80.2144,13.1028,80.1814,16:55,66,3.84,3.49,No,No,0.68,day,2025-05-21T16:00:00
1266,266,Chennai,13.0097,80.3344,13.1567,80.2716,04:48,74,9.91,8.04,No,No,0.6,night,2025-05-21T04:00:00
1267,267,Chennai,13.1414,80.3519,13.0513,80.3615,08:22,44,19.15,26.11,Yes,No,0.7,day,2025-05-21T08:00:00
