traffic_id,city,date,hour,vehicle_count,congestion_level,average_speed_kmh,accident_count,weather_condition,timestamp
9318,Ahmedabad,2025-02-08,19,49,High,17.33,2,Clear,2025-02-08T19:00:00
9319,Pune,2025-02-08,19,107,High,30.12,2,Rainy,2025-02-08T19:00:00
9320,Jaipur,2025-02-08,19,55,High,31.35,0,Cloudy,2025-02-08T19:00:00
9321,Bengaluru,2025-02-08,20,230,Medium,54.39,2,Cloudy,2025-02-08T20:00:00
9322,Mumbai,2025-02-08,20,31,Medium,47.87,1,Cloudy,2025-02-08T20:00:00
9323,Delhi,2025-02-08,20,88,Low,43.09,1,Clear,2025-02-08T20:00:00
9324,Chennai,2025-02-08,20,269,Low,43.75,1,Rainy,2025-02-08T20:00:00
9325,Lucknow,2025-02-08,20,246,Medium,47.62,2,Cloudy,2025-02-08T20:00:00
9326,Kolkata,2025-02-08,20,77,Medium,46.24,1,Cloudy,2025-02-08T20:00:00
9327,Hyderabad,2025-02-08,20,131,Low,44.96,1,Cloudy,2025-02-08T20:00:00
9328,Ahmedabad,2025-02-08,20,121,Medium,52.66,2,Rainy,2025-02-08T20:00:00
9329,Pune,2025-02-08,20,299,Medium,42.02,2,Rainy,2025-02-08T20:00:00
9330,Jaipur,2025-02-08,20,167,Low,36.97,2,Clear,2025-02-08T20:00:00
9331,Bengaluru,2025-02-08,21,148,Medium,54.21,0,Cloudy,2025-02-08T21:00:00
9332,Mumbai,2025-02-08,21,38,Low,56.03,1,Rainy,2025-02-08T21:00:00
9333,Delhi,2025-02-08,21,123,Low,64.51,0,Clear,2025-02-08T21:00:00
9334,Chennai,2025-02-08,21,296,Low,60.97,1,Cloudy,2025-02-08T21:00:00
9335,Lucknow,2025-02-08,21,198,Low,60.48,2,Rainy,2025-02-08T21:00:00
9336,Kolkata,2025-02-08,21,164,Low,53.78,1,Rainy,2025-02-08T21:00:00
9337,Hyderabad,2025-02-08,21,164,Low,61.82,1,Cloudy,2025-02-08T21:00:00
9338,Ahmedabad,2025-02-08,21,162,Low,52.24,1,Clear,2025-02-08T21:00:00
9339,Pune,2025-02-08,21,73,Low,63.83,1,Cloudy,2025-02-08T21:00:00
9340,Jaipur,2025-02-08,21,199,Low,50.28,0,Rainy,2025-02-08T21:00:00
9341,Bengaluru,2025-02-08,22,117,Low,69.94,1,Clear,2025-02-08T22:00:00
9342,Mumbai,2025-02-08,22,94,Medium,50.81,2,Rainy,2025-02-08T22:00:00
9343,Delhi,2025-02-08,22,247,Medium,66.4,2,Rainy,2025-02-08T22:00:00
9344,Chennai,2025-02-08,22,248,Medium,67.43,0,Rainy,2025-02-08T22:00:00
9345,Lucknow,2025-02-08,22,116,Low,54.99,2,Rainy,2025-02-08T22:00:00
9346,Kolkata,2025-02-08,22,209,Low,58.01,2,Cloudy,2025-02-08T22:00:00
9347,Hyderabad,2025-02-08,22,172,Medium,67.26,1,Rainy,2025-02-08T22:00:00
9348,Ahmedabad,2025-02-08,22,66,Medium,67.23,1,Rainy,2025-02-08T22:00:00
9349,Pune,2025-02-08,22,145,Medium,63.26,1,Cloudy,2025-02-08T22:00:00
9350,Jaipur,2025-02-08,22,136,Low,50.05,2,Rainy,2025-02-08T22:00:00
9351,Bengaluru,2025-02-08,23,189,Low,61.12,2,Clear,2025-02-08T23:00:00
9352,Mumbai,2025-02-08,23,198,Low,66.85,0,Clear,2025-02-08T23:00:00
9353,Delhi,2025-02-08,23,105,Low,59.08,1,Cloudy,2025-02-08T23:00:00
9354,Chennai,2025-02-08,23,106,Low,54.46,1,Rainy,2025-02-08T23:00:00
9355,Lucknow,2025-02-08,23,159,Low,64.92,1,Cloudy,2025-02-08T23:00:00
9356,Kolkata,2025-02-08,23,185,Low,66.26,0,Cloudy,2025-02-08T23:00:00
9357,Hyderabad,2025-02-08,23,202,Medium,66.66,1,Rainy,2025-02-08T23:00:00
9358,Ahmedabad,2025-02-08,23,183,Low,53.65,1,Clear,2025-02-08T23:00:00
9359,Pune,2025-02-08,23,51,Low,56.76,1,Clear,2025-02-08T23:00:00
9360,Jaipur,2025-02-08,23,210,Low,69.54,2,Cloudy,2025-02-08T23:00:00
9361,Bengaluru,2025-02-09,0,170,Low,67.88,2,Rainy,2025-02-09T00:00:00
9362,Mumbai,2025-02-09,0,248,Low,64.17,1,Clear,2025-02-09T00:00:00
9363,Delhi,2025-02-09,0,294,Low,59.46,0,Rainy,2025-02-09T00:00:00
9364,Chennai,2025-02-09,0,52,Low,59.31,0,Clear,2025-02-09T00:00:00
9365,Lucknow,2025-02-09,0,237,Low,55.73,0,Rainy,2025-02-09T00:00:00
9366,Kolkata,2025-02-09,0,162,Medium,52.29,1,Clear,2025-02-09T00:00:00
9367,Hyderabad,2025-02-09,0,38,Low,65.37,2,Rainy,2025-02-09T00:00:00
9368,Ahmedabad,2025-02-09,0,89,Low,54.53,1,Rainy,2025-02-09T00:00:00
9369,Pune,2025-02-09,0,187,Low,62.64,0,Cloudy,2025-02-09T00:00:00
9370,Jaipur,2025-02-09,0,166,Low,67.15,1,Rainy,2025-02-09T00:00:00
9371,Bengaluru,2025-02-09,1,108,Medium,60.66,2,Rainy,2025-02-09T01:00:00
9372,Mumbai,2025-02-09,1,220,Low,65.49,0,Clear,2025-02-09T01:00:00
9373,Delhi,2025-02-09,1,90,Low,66.83,1,Rainy,2025-02-09T01:00:00
9374,Chennai,2025-02-09,1,69,Medium,68.97,1,Clear,2025-02-09T01:00:00
9375,Lucknow,2025-02-09,1,98,Low,65.83,2,Rainy,2025-02-09T01:00:00
9376,Kolkata,2025-02-09,1,46,Low,57.51,1,Cloudy,2025-02-09T01:00:00
9377,Hyderabad,2025-02-09,1,244,Low,50.05,1,Rainy,2025-02-09T01:00:00
9378,Ahmedabad,2025-02-09,1,66,Low,59.09,2,Rainy,2025-02-09T01:00:00
9379,Pune,2025-02-09,1,112,Low,64.33,2,Cloudy,2025-02-09T01:00:00
9380,Jaipur,2025-02-09,1,55,Low,59.24,2,Clear,2025-02-09T01:00:00
9381,Bengaluru,2025-02-09,2,69,Medium,69.06,0,Clear,2025-02-09T02:00:00
9382,Mumbai,2025-02-09,2,126,Medium,54.46,2,Rainy,2025-02-09T02:00:00
9383,Delhi,2025-02-09,2,47,Low,62.06,1,Clear,2025-02-09T02:00:00
9384,Chennai,2025-02-09,2,245,Low,61.46,2,Cloudy,2025-02-09T02:00:00
9385,Lucknow,2025-02-09,2,270,Medium,57.72,0,Clear,2025-02-09T02:00:00
9386,Kolkata,2025-02-09,2,65,Low,58.51,2,Clear,2025-02-09T02:00:00
9387,Hyderabad,2025-02-09,2,171,Low,69.53,0,Clear,2025-02-09T02:00:00
9388,Ahmedabad,2025-02-09,2,178,Medium,53.91,0,Rainy,2025-02-09T02:00:00
9389,Pune,2025-02-09,2,254,Low,54.07,0,Clear,2025-02-09T02:00:00
9390,Jaipur,2025-02-09,2,114,Low,68.59,1,Cloudy,2025-02-09T02:00:00
9391,Bengaluru,2025-02-09,3,36,Low,66.96,1,Cloudy,2025-02-09T03:00:00
9392,Mumbai,2025-02-09,3,197,Low,68.34,0,Rainy,2025-02-09T03:00:00
9393,Delhi,2025-02-09,3,150,Medium,61.59,2,Rainy,2025-02-09T03:00:00
9394,Chennai,2025-02-09,3,61,Medium,50.8,0,Rainy,2025-02-09T03:00:00
9395,Lucknow,2025-02-09,3,122,Low,54.62,0,Clear,2025-02-09T03:00:00
9396,Kolkata,2025-02-09,3,170,Medium,65.88,0,Cloudy,2025-02-09T03:00:00
9397,Hyderabad,2025-02-09,3,206,Low,69.95,2,Rainy,2025-02-09T03:00:00
9398,Ahmedabad,2025-02-09,3,252,Low,52.26,0,Cloudy,2025-02-09T03:00:00
9399,Pune,2025-02-09,3,68,Low,65.72,2,Clear,2025-02-09T03:00:00
9400,Jaipur,2025-02-09,3,196,Low,58.0,1,Cloudy,2025-02-09T03:00:00
9401,Bengaluru,2025-02-09,4,88,Low,56.24,1,Cloudy,2025-02-09T04:00:00
9402,Mumbai,2025-02-09,4,77,Low,64.75,2,Rainy,2025-02-09T04:00:00
9403,Delhi,2025-02-09,4,126,Low,59.47,2,Cloudy,2025-02-09T04:00:00
9404,Chennai,2025-02-09,4,181,Low,62.51,0,Rainy,2025-02-09T04:00:00
9405,Lucknow,2025-02-09,4,277,Low,54.44,2,Clear,2025-02-09T04:00:00
9406,Kolkata,2025-02-09,4,41,Low,66.19,1,Clear,2025-02-09T04:00:00
9407,Hyderabad,2025-02-09,4,63,Low,62.58,1,Clear,2025-02-09T04:00:00
9408,Ahmedabad,2025-02-09,4,192,Low,50.24,0,Clear,2025-02-09T04:00:00
9409,Pune,2025-02-09,4,120,Low,55.35,2,Rainy,2025-02-09T04:00:00
9410,Jaipur,2025-02-09,4,142,Low,50.13,2,Clear,2025-02-09T04:00:00
9411,Bengaluru,2025-02-09,5,117,Low,68.32,1,Cloudy,2025-02-09T05:00:00
9412,Mumbai,2025-02-09,5,58,Low,61.4,0,Rainy,2025-02-09T05:00:00
9413,Delhi,2025-02-09,5,278,Low,61.11,1,Cloudy,2025-02-09T05:00:00
9414,Chennai,2025-02-09,5,213,Low,50.03,0,Cloudy,2025-02-09T05:00:00
9415,Lucknow,2025-02-09,5,254,Low,69.16,1,Cloudy,2025-02-09T05:00:00
9416,Kolkata,2025-02-09,5,85,Medium,66.92,2,Cloudy,2025-02-09T05:00:00
9417,Hyderabad,2025-02-09,5,109,Low,64.68,1,Clear,2025-02-09T05:00:00
9418,Ahmedabad,2025-02-09,5,92,Low,61.29,1,Cloudy,2025-02-09T05:00:00
9419,Pune,2025-02-09,5,234,Low,54.66,2,Cloudy,2025-02-09T05:00:00
9420,Jaipur,2025-02-09,5,43,Medium,57.78,0,Rainy,2025-02-09T05:00:00
9421,Bengaluru,2025-02-09,6,187,Low,35.99,2,Clear,2025-02-09T06:00:00
9422,Mumbai,2025-02-09,6,218,Medium,44.08,1,Clear,2025-02-09T06:00:00
9423,Delhi,2025-02-09,6,46,Low,37.35,2,Cloudy,2025-02-09T06:00:00
9424,Chennai,2025-02-09,6,159,Medium,36.09,1,Rainy,2025-02-09T06:00:00
9425,Lucknow,2025-02-09,6,208,Low,53.18,0,Clear,2025-02-09T06:00:00
9426,Kolkata,2025-02-09,6,87,Low,35.67,0,Rainy,2025-02-09T06:00:00
9427,Hyderabad,2025-02-09,6,124,Low,47.06,0,Clear,2025-02-09T06:00:00
9428,Ahmedabad,2025-02-09,6,131,Medium,37.03,0,Cloudy,2025-02-09T06:00:00
9429,Pune,2025-02-09,6,71,Medium,53.62,0,Clear,2025-02-09T06:00:00
9430,Jaipur,2025-02-09,6,68,Medium,48.88,2,Rainy,2025-02-09T06:00:00
9431,Bengaluru,2025-02-09,7,245,Medium,23.7,1,Clear,2025-02-09T07:00:00
9432,Mumbai,2025-02-09,7,200,High,22.27,0,Cloudy,2025-02-09T07:00:00
9433,Delhi,2025-02-09,7,80,High,31.37,2,Clear,2025-02-09T07:00:00
9434,Chennai,2025-02-09,7,285,High,33.7,2,Cloudy,2025-02-09T07:00:00
9435,Lucknow,2025-02-09,7,161,High,33.63,0,Clear,2025-02-09T07:00:00
9436,Kolkata,2025-02-09,7,167,High,33.29,1,Clear,2025-02-09T07:00:00
9437,Hyderabad,2025-02-09,7,142,Medium,32.72,1,Rainy,2025-02-09T07:00:00
9438,Ahmedabad,2025-02-09,7,267,High,30.77,2,Clear,2025-02-09T07:00:00
9439,Pune,2025-02-09,7,153,High,21.62,0,Rainy,2025-02-09T07:00:00
9440,Jaipur,2025-02-09,7,266,High,18.66,0,Cloudy,2025-02-09T07:00:00
9441,Bengaluru,2025-02-09,8,267,High,34.49,1,Clear,2025-02-09T08:00:00
9442,Mumbai,2025-02-09,8,125,High,34.28,0,Cloudy,2025-02-09T08:00:00
9443,Delhi,2025-02-09,8,250,Medium,28.82,1,Cloudy,2025-02-09T08:00:00
9444,Chennai,2025-02-09,8,98,Medium,21.27,0,Rainy,2025-02-09T08:00:00
9445,Lucknow,2025-02-09,8,283,Medium,23.97,2,Clear,2025-02-09T08:00:00
9446,Kolkata,2025-02-09,8,47,High,30.92,0,Cloudy,2025-02-09T08:00:00
9447,Hyderabad,2025-02-09,8,254,High,32.15,2,Rainy,2025-02-09T08:00:00
9448,Ahmedabad,2025-02-09,8,202,High,33.49,1,Cloudy,2025-02-09T08:00:00
9449,Pune,2025-02-09,8,131,Medium,20.12,0,Rainy,2025-02-09T08:00:00
9450,Jaipur,2025-02-09,8,203,High,30.91,2,Rainy,2025-02-09T08:00:00
9451,Bengaluru,2025-02-09,9,70,High,22.95,2,Clear,2025-02-09T09:00:00
9452,Mumbai,2025-02-09,9,277,High,15.36,2,Rainy,2025-02-09T09:00:00
9453,Delhi,2025-02-09,9,160,Medium,25.19,1,Clear,2025-02-09T09:00:00
9454,Chennai,2025-02-09,9,131,High,29.26,2,Clear,2025-02-09T09:00:00
9455,Lucknow,2025-02-09,9,191,High,23.87,0,Rainy,2025-02-09T09:00:00
9456,Kolkata,2025-02-09,9,182,High,24.66,1,Clear,2025-02-09T09:00:00
9457,Hyderabad,2025-02-09,9,298,High,21.36,2,Cloudy,2025-02-09T09:00:00
9458,Ahmedabad,2025-02-09,9,199,High,18.1,2,Cloudy,2025-02-09T09:00:00
9459,Pune,2025-02-09,9,65,High,27.43,2,Clear,2025-02-09T09:00:00
9460,Jaipur,2025-02-09,9,237,High,18.97,1,Cloudy,2025-02-09T09:00:00
9461,Bengaluru,2025-02-09,10,164,Low,48.47,2,Clear,2025-02-09T10:00:00
9462,Mumbai,2025-02-09,10,228,Medium,48.16,2,Cloudy,2025-02-09T10:00:00
9463,Delhi,2025-02-09,10,173,Low,40.44,1,Rainy,2025-02-09T10:00:00
9464,Chennai,2025-02-09,10,244,Low,47.75,2,Clear,2025-02-09T10:00:00
9465,Lucknow,2025-02-09,10,107,Medium,47.48,0,Rainy,2025-02-09T10:00:00
9466,Kolkata,2025-02-09,10,43,Medium,48.83,1,Rainy,2025-02-09T10:00:00
9467,Hyderabad,2025-02-09,10,54,Medium,35.03,2,Cloudy,2025-02-09T10:00:00
9468,Ahmedabad,2025-02-09,10,141,Low,35.6,2,Clear,2025-02-09T10:00:00
9469,Pune,2025-02-09,10,163,Medium,42.64,2,Rainy,2025-02-09T10:00:00
9470,Jaipur,2025-02-09,10,278,Low,39.08,2,Rainy,2025-02-09T10:00:00
9471,Bengaluru,2025-02-09,11,77,Low,57.42,1,Cloudy,2025-02-09T11:00:00
9472,Mumbai,2025-02-09,11,283,Low,68.83,2,Rainy,2025-02-09T11:00:00
9473,Delhi,2025-02-09,11,232,Low,51.9,1,Clear,2025-02-09T11:00:00
9474,Chennai,2025-02-09,11,47,Low,61.06,1,Clear,2025-02-09T11:00:00
9475,Lucknow,2025-02-09,11,257,Low,69.89,2,Clear,2025-02-09T11:00:00
9476,Kolkata,2025-02-09,11,153,Low,59.86,0,Rainy,2025-02-09T11:00:00
9477,Hyderabad,2025-02-09,11,100,Low,65.99,0,Rainy,2025-02-09T11:00:00
9478,Ahmedabad,2025-02-09,11,209,Medium,59.37,1,Cloudy,2025-02-09T11:00:00
9479,Pune,2025-02-09,11,163,Low,56.69,0,Clear,2025-02-09T11:00:00
9480,Jaipur,2025-02-09,11,151,Low,62.31,1,Clear,2025-02-09T11:00:00
9481,Bengaluru,2025-02-09,12,142,Medium,60.71,1,Rainy,2025-02-09T12:00:00
9482,Mumbai,2025-02-09,12,202,Low,52.85,1,Rainy,2025-02-09T12:00:00
9483,Delhi,2025-02-09,12,113,Low,52.92,2,Rainy,2025-02-09T12:00:00
9484,Chennai,2025-02-09,12,158,Low,52.17,2,Cloudy,2025-02-09T12:00:00
9485,Lucknow,2025-02-09,12,265,Low,67.28,2,Clear,2025-02-09T12:00:00
9486,Kolkata,2025-02-09,12,167,Low,57.62,2,Cloudy,2025-02-09T12:00:00
9487,Hyderabad,2025-02-09,12,64,Low,50.03,2,Rainy,2025-02-09T12:00:00
9488,Ahmedabad,2025-02-09,12,240,Low,63.03,0,Clear,2025-02-09T12:00:00
9489,Pune,2025-02-09,12,112,Medium,69.75,0,Rainy,2025-02-09T12:00:00
9490,Jaipur,2025-02-09,12,299,Low,59.59,0,Rainy,2025-02-09T12:00:00
9491,Bengaluru,2025-02-09,13,298,Medium,68.85,0,Rainy,2025-02-09T13:00:00
9492,Mumbai,2025-02-09,13,299,Low,50.3,0,Clear,2025-02-09T13:00:00
9493,Delhi,2025-02-09,13,183,Low,50.39,0,Clear,2025-02-09T13:00:00
9494,Chennai,2025-02-09,13,113,Low,68.23,1,Clear,2025-02-09T13:00:00
9495,Lucknow,2025-02-09,13,35,Low,63.07,2,Rainy,2025-02-09T13:00:00
9496,Kolkata,2025-02-09,13,118,Low,55.64,1,Rainy,2025-02-09T13:00:00
9497,Hyderabad,2025-02-09,13,119,Low,64.98,2,Cloudy,2025-02-09T13:00:00
9498,Ahmedabad,2025-02-09,13,254,Low,50.59,2,Cloudy,2025-02-09T13:00:00
9499,Pune,2025-02-09,13,234,Medium,54.6,2,Rainy,2025-02-09T13:00:00
9500,Jaipur,2025-02-09,13,54,Low,50.36,0,Cloudy,2025-02-09T13:00:00
9501,Bengaluru,2025-02-09,14,62,Low,67.96,1,Cloudy,2025-02-09T14:00:00
9502,Mumbai,2025-02-09,14,216,Medium,63.5,2,Clear,2025-02-09T14:00:00
9503,Delhi,2025-02-09,14,282,Low,64.66,0,Rainy,2025-02-09T14:00:00
9504,Chennai,2025-02-09,14,100,Low,54.7,2,Clear,2025-02-09T14:00:00
9505,Lucknow,2025-02-09,14,298,Low,62.05,1,Cloudy,2025-02-09T14:00:00
9506,Kolkata,2025-02-09,14,135,Medium,57.78,2,Clear,2025-02-09T14:00:00
9507,Hyderabad,2025-02-09,14,76,Low,58.48,2,Rainy,2025-02-09T14:00:00
9508,Ahmedabad,2025-02-09,14,260,Low,67.14,2,Cloudy,2025-02-09T14:00:00
9509,Pune,2025-02-09,14,63,Low,67.41,1,Cloudy,2025-02-09T14:00:00
9510,Jaipur,2025-02-09,14,290,Low,64.07,2,Rainy,2025-02-09T14:00:00
9511,Bengaluru,2025-02-09,15,176,Medium,66.5,1,Rainy,2025-02-09T15:00:00
9512,Mumbai,2025-02-09,15,179,Low,51.33,1,Clear,2025-02-09T15:00:00
9513,Delhi,2025-02-09,15,53,Low,52.81,2,Rainy,2025-02-09T15:00:00
9514,Chennai,2025-02-09,15,200,Low,52.16,0,Rainy,2025-02-09T15:00:00
9515,Lucknow,2025-02-09,15,173,Low,61.03,2,Cloudy,2025-02-09T15:00:00
9516,Kolkata,2025-02-09,15,153,Low,61.72,0,Rainy,2025-02-09T15:00:00
9517,Hyderabad,2025-02-09,15,79,Low,60.05,1,Cloudy,2025-02-09T15:00:00
9518,Ahmedabad,2025-02-09,15,164,Low,50.31,1,Cloudy,2025-02-09T15:00:00
9519,Pune,2025-02-09,15,146,Low,61.11,1,Cloudy,2025-02-09T15:00:00
9520,Jaipur,2025-02-09,15,67,Low,66.77,2,Clear,2025-02-09T15:00:00
9521,Bengaluru,2025-02-09,16,230,Low,35.02,1,Cloudy,2025-02-09T16:00:00
9522,Mumbai,2025-02-09,16,148,Low,48.0,0,Cloudy,2025-02-09T16:00:00
9523,Delhi,2025-02-09,16,185,Medium,54.73,0,Clear,2025-02-09T16:00:00
9524,Chennai,2025-02-09,16,131,Medium,50.92,2,Clear,2025-02-09T16:00:00
9525,Lucknow,2025-02-09,16,78,Low,45.31,2,Rainy,2025-02-09T16:00:00
9526,Kolkata,2025-02-09,16,30,Medium,51.09,0,Cloudy,2025-02-09T16:00:00
9527,Hyderabad,2025-02-09,16,282,Medium,54.39,0,Cloudy,2025-02-09T16:00:00
9528,Ahmedabad,2025-02-09,16,292,Medium,47.1,0,Clear,2025-02-09T16:00:00
9529,Pune,2025-02-09,16,194,Low,45.14,1,Cloudy,2025-02-09T16:00:00
9530,Jaipur,2025-02-09,16,33,Medium,52.71,1,Clear,2025-02-09T16:00:00
9531,Bengaluru,2025-02-09,17,189,High,31.7,1,Clear,2025-02-09T17:00:00
9532,Mumbai,2025-02-09,17,142,Medium,28.83,1,Rainy,2025-02-09T17:00:00
9533,Delhi,2025-02-09,17,274,High,23.08,2,Clear,2025-02-09T17:00:00
9534,Chennai,2025-02-09,17,153,Medium,29.88,1,Clear,2025-02-09T17:00:00
9535,Lucknow,2025-02-09,17,34,High,24.84,0,Clear,2025-02-09T17:00:00
9536,Kolkata,2025-02-09,17,167,Medium,31.58,0,Clear,2025-02-09T17:00:00
9537,Hyderabad,2025-02-09,17,56,High,27.58,2,Rainy,2025-02-09T17:00:00
9538,Ahmedabad,2025-02-09,17,295,High,23.0,2,Clear,2025-02-09T17:00:00
9539,Pune,2025-02-09,17,127,High,26.29,1,Cloudy,2025-02-09T17:00:00
9540,Jaipur,2025-02-09,17,61,Medium,18.18,0,Rainy,2025-02-09T17:00:00
9541,Bengaluru,2025-02-09,18,127,High,25.5,2,Cloudy,2025-02-09T18:00:00
9542,Mumbai,2025-02-09,18,278,High,25.71,1,Clear,2025-02-09T18:00:00
9543,Delhi,2025-02-09,18,134,High,31.11,1,Clear,2025-02-09T18:00:00
9544,Chennai,2025-02-09,18,83,Medium,28.32,0,Clear,2025-02-09T18:00:00
9545,Lucknow,2025-02-09,18,265,Medium,23.11,2,Clear,2025-02-09T18:00:00
9546,Kolkata,2025-02-09,18,116,High,30.24,1,Cloudy,2025-02-09T18:00:00
9547,Hyderabad,2025-02-09,18,118,Medium,21.08,0,Cloudy,2025-02-09T18:00:00
9548,Ahmedabad,2025-02-09,18,173,High,21.02,2,Cloudy,2025-02-09T18:00:00
9549,Pune,2025-02-09,18,272,High,19.09,1,Rainy,2025-02-09T18:00:00
9550,Jaipur,2025-02-09,18,100,High,26.18,0,Rainy,2025-02-09T18:00:00
9551,Bengaluru,2025-02-09,19,242,Medium,20.84,2,Rainy,2025-02-09T19:00:00
9552,Mumbai,2025-02-09,19,261,High,30.8,0,Clear,2025-02-09T19:00:00
9553,Delhi,2025-02-09,19,83,High,22.57,2,Cloudy,2025-02-09T19:00:00
9554,Chennai,2025-02-09,19,289,High,26.8,2,Clear,2025-02-09T19:00:00
9555,Lucknow,2025-02-09,19,45,Medium,24.17,2,Rainy,2025-02-09T19:00:00
9556,Kolkata,2025-02-09,19,82,Medium,33.24,1,Rainy,2025-02-09T19:00:00
9557,Hyderabad,2025-02-09,19,255,High,34.31,0,Cloudy,2025-02-09T19:00:00
9558,Ahmedabad,2025-02-09,19,110,High,18.54,0,Clear,2025-02-09T19:00:00
9559,Pune,2025-02-09,19,126,High,25.96,1,Rainy,2025-02-09T19:00:00
9560,Jaipur,2025-02-09,19,192,High,17.26,2,Rainy,2025-02-09T19:00:00
9561,Bengaluru,2025-02-09,20,261,Low,48.76,0,Cloudy,2025-02-09T20:00:00
9562,Mumbai,2025-02-09,20,248,Medium,45.4,0,Rainy,2025-02-09T20:00:00
9563,Delhi,2025-02-09,20,199,Low,42.65,2,Rainy,2025-02-09T20:00:00
9564,Chennai,2025-02-09,20,293,Medium,43.46,2,Clear,2025-02-09T20:00:00
9565,Lucknow,2025-02-09,20,189,Medium,50.99,2,Rainy,2025-02-09T20:00:00
9566,Kolkata,2025-02-09,20,36,Medium,51.43,2,Rainy,2025-02-09T20:00:00
9567,Hyderabad,2025-02-09,20,135,Low,41.64,2,Clear,2025-02-09T20:00:00
9568,Ahmedabad,2025-02-09,20,63,Medium,45.23,2,Clear,2025-02-09T20:00:00
9569,Pune,2025-02-09,20,179,Low,46.95,1,Clear,2025-02-09T20:00:00
9570,Jaipur,2025-02-09,20,31,Medium,45.22,2,Cloudy,2025-02-09T20:00:00
9571,Bengaluru,2025-02-09,21,125,Low,58.62,0,Rainy,2025-02-09T21:00:00
9572,Mumbai,2025-02-09,21,88,Low,58.41,0,Cloudy,2025-02-09T21:00:00
9573,Delhi,2025-02-09,21,141,Low,50.27,0,Cloudy,2025-02-09T21:00:00
9574,Chennai,2025-02-09,21,284,Low,69.51,0,Clear,2025-02-09T21:00:00
9575,Lucknow,2025-02-09,21,273,Low,59.71,1,Rainy,2025-02-09T21:00:00
9576,Kolkata,2025-02-09,21,147,Low,62.54,0,Rainy,2025-02-09T21:00:00
9577,Hyderabad,2025-02-09,21,49,Low,55.55,0,Clear,2025-02-09T21:00:00
9578,Ahmedabad,2025-02-09,21,259,Low,68.13,2,Cloudy,2025-02-09T21:00:00
9579,Pune,2025-02-09,21,208,Medium,64.74,2,Clear,2025-02-09T21:00:00
9580,Jaipur,2025-02-09,21,136,Low,56.87,2,Cloudy,2025-02-09T21:00:00
9581,Bengaluru,2025-02-09,22,272,Low,64.88,0,Cloudy,2025-02-09T22:00:00
9582,Mumbai,2025-02-09,22,291,Low,55.22,0,Rainy,2025-02-09T22:00:00
9583,Delhi,2025-02-09,22,95,Low,65.23,0,Clear,2025-02-09T22:00:00
9584,Chennai,2025-02-09,22,131,Medium,69.93,0,Clear,2025-02-09T22:00:00
9585,Lucknow,2025-02-09,22,91,Medium,65.89,2,Clear,2025-02-09T22:00:00
9586,Kolkata,2025-02-09,22,116,Low,67.46,1,Clear,2025-02-09T22:00:00
9587,Hyderabad,2025-02-09,22,155,Low,58.19,0,Rainy,2025-02-09T22:00:00
9588,Ahmedabad,2025-02-09,22,114,Low,54.35,1,Rainy,2025-02-09T22:00:00
9589,Pune,2025-02-09,22,134,Low,64.03,0,Clear,2025-02-09T22:00:00
9590,Jaipur,2025-02-09,22,111,Low,61.65,2,Cloudy,2025-02-09T22:00:00
9591,Bengaluru,2025-02-09,23,67,Low,62.97,2,Cloudy,2025-02-09T23:00:00
9592,Mumbai,2025-02-09,23,85,Low,53.21,2,Clear,2025-02-09T23:00:00
9593,Delhi,2025-02-09,23,43,Low,58.81,0,Cloudy,2025-02-09T23:00:00
9594,Chennai,2025-02-09,23,250,Medium,53.1,0,Rainy,2025-02-09T23:00:00
9595,Lucknow,2025-02-09,23,41,Low,62.98,2,Cloudy,2025-02-09T23:00:00
9596,Kolkata,2025-02-09,23,297,Low,68.44,2,Cloudy,2025-02-09T23:00:00
9597,Hyderabad,2025-02-09,23,193,Low,69.24,1,Rainy,2025-02-09T23:00:00
9598,Ahmedabad,2025-02-09,23,73,Low,58.26,0,Clear,2025-02-09T23:00:00
9599,Pune,2025-02-09,23,146,Low,51.37,1,Cloudy,2025-02-09T23:00:00
9600,Jaipur,2025-02-09,23,124,Medium,53.67,2,Rainy,2025-02-09T23:00:00
9601,Bengaluru,2025-02-10,0,100,Medium,66.37,2,Cloudy,2025-02-10T00:00:00
9602,Mumbai,2025-02-10,0,63,Low,55.12,1,Clear,2025-02-10T00:00:00
9603,Delhi,2025-02-10,0,128,Low,56.31,0,Rainy,2025-02-10T00:00:00
9604,Chennai,2025-02-10,0,288,Low,50.94,1,Clear,2025-02-10T00:00:00
9605,Lucknow,2025-02-10,0,183,Medium,55.2,1,Cloudy,2025-02-10T00:00:00
9606,Kolkata,2025-02-10,0,160,Low,68.57,2,Clear,2025-02-10T00:00:00
9607,Hyderabad,2025-02-10,0,89,Low,59.25,1,Cloudy,2025-02-10T00:00:00
9608,Ahmedabad,2025-02-10,0,102,Low,67.66,2,Clear,2025-02-10T00:00:00
9609,Pune,2025-02-10,0,279,Medium,61.52,2,Cloudy,2025-02-10T00:00:00
9610,Jaipur,2025-02-10,0,198,Low,54.44,0,Rainy,2025-02-10T00:00:00
9611,Bengaluru,2025-02-10,1,96,Medium,54.1,1,Cloudy,2025-02-10T01:00:00
9612,Mumbai,2025-02-10,1,253,Low,61.92,1,Rainy,2025-02-10T01:00:00
9613,Delhi,2025-02-10,1,259,Medium,60.49,1,Rainy,2025-02-10T01:00:00
